home,away,home_goals,away_goals,played_on,neutral,competition_weight
Australia,Poland,1,0,2025-10-09,0,0.8
Netherlands,Spain,4,0,2025-10-09,0,0.8
Italy,Netherlands,3,1,2025-10-09,0,0.8
Uruguay,Portugal,0,2,2025-10-09,0,0.8
Netherlands,Brazil,1,2,2025-10-10,0,0.8
Spain,Argentina,1,1,2025-10-11,1,1.0
Uruguay,Germany,3,1,2025-10-11,0,0.8
Switzerland,Senegal,3,0,2025-10-11,0,0.8
Uruguay,Argentina,0,5,2025-10-11,0,0.8
Canada,Germany,0,2,2025-10-11,0,0.8
Uruguay,Canada,4,2,2025-10-11,0,0.8
Brazil,Argentina,2,2,2025-10-11,1,1.0
Uruguay,Poland,0,1,2025-10-11,0,0.8
South Korea,Portugal,1,2,2025-10-11,0,0.8
Portugal,Ghana,2,1,2025-10-11,0,0.8
Brazil,England,2,1,2025-10-12,0,0.8
Brazil,Denmark,2,0,2025-10-12,0,0.8
Italy,Germany,2,0,2025-10-12,0,0.8
Japan,Spain,2,0,2025-10-12,0,0.8
Croatia,Morocco,1,0,2025-10-12,0,0.8
Germany,Japan,0,1,2025-10-12,0,0.8
Poland,Ghana,2,2,2025-10-13,1,1.0
Mexico,Senegal,3,1,2025-10-13,0,0.8
Australia,Poland,1,2,2025-10-13,0,0.8
South Korea,Switzerland,2,1,2025-10-13,0,0.8
South Korea,Denmark,0,0,2025-10-13,0,0.8
Morocco,Switzerland,1,1,2025-10-13,1,1.0
South Korea,Croatia,2,1,2025-10-13,0,0.8
Morocco,Germany,1,0,2025-10-13,0,0.8
USA,Spain,1,0,2025-10-14,1,1.0
Morocco,Switzerland,0,0,2025-10-14,0,0.8
Uruguay,Germany,3,0,2025-10-14,0,0.8
Portugal,Denmark,0,2,2025-10-14,1,1.0
Italy,Mexico,6,0,2025-10-14,0,0.8
USA,Spain,1,3,2025-10-14,1,1.0
France,Netherlands,1,2,2025-10-14,0,0.8
Japan,South Korea,1,4,2025-10-14,0,0.8
Senegal,Morocco,0,2,2025-10-14,0,0.8
Netherlands,USA,3,1,2025-10-14,0,0.8
Belgium,Japan,3,4,2025-10-14,0,0.8
Netherlands,Poland,2,0,2025-10-15,0,0.8
Germany,Portugal,3,1,2025-10-15,1,1.0
Senegal,Poland,0,1,2025-10-15,1,1.0
Australia,Argentina,1,2,2025-10-15,1,1.0
France,Canada,2,0,2025-10-15,1,1.0
Poland,Belgium,0,3,2025-10-16,0,0.8
Poland,France,2,1,2025-10-16,0,0.8
Croatia,Spain,3,1,2025-10-16,0,0.8
Ghana,Senegal,1,1,2025-10-16,1,1.0
Brazil,Switzerland,2,0,2025-10-17,0,0.8
Australia,Switzerland,2,1,2025-10-17,0,0.8
France,Poland,4,3,2025-10-17,0,0.8
Argentina,Uruguay,0,1,2025-10-17,0,0.8
Croatia,Argentina,1,2,2025-10-17,1,1.0
France,Japan,2,0,2025-10-17,0,0.8
Netherlands,USA,1,3,2025-10-17,0,0.8
Morocco,USA,0,1,2025-10-18,0,0.8
Argentina,Spain,0,0,2025-10-18,0,0.8
Uruguay,USA,3,0,2025-10-18,0,0.8
Mexico,Ghana,0,1,2025-10-18,0,0.8
South Korea,Morocco,0,3,2025-10-18,0,0.8
Italy,Mexico,2,0,2025-10-18,1,1.0
Croatia,Brazil,0,3,2025-10-18,1,1.0
Canada,Denmark,1,2,2025-10-18,1,1.0
Switzerland,Spain,0,1,2025-10-19,0,0.8
Morocco,Denmark,0,0,2025-10-19,1,1.0
England,Brazil,1,2,2025-10-19,0,0.8
Portugal,Australia,3,0,2025-10-19,0,0.8
England,Netherlands,1,1,2025-10-19,1,1.0
Australia,Japan,0,1,2025-10-19,1,1.0
Portugal,Belgium,1,0,2025-10-19,0,0.8
Argentina,Portugal,3,1,2025-10-19,0,0.8
Germany,England,2,1,2025-10-19,0,0.8
England,Portugal,1,1,2025-10-20,1,1.0
Uruguay,Netherlands,0,3,2025-10-20,0,0.8
Netherlands,Denmark,3,0,2025-10-20,0,0.8
Morocco,England,0,2,2025-10-20,0,0.8
Croatia,Mexico,0,0,2025-10-20,0,0.8
Switzerland,Uruguay,0,1,2025-10-20,0,0.8
Uruguay,Switzerland,1,0,2025-10-21,0,0.8
Portugal,Switzerland,2,0,2025-10-21,1,1.0
Netherlands,Switzerland,4,1,2025-10-21,0,0.8
USA,Netherlands,1,1,2025-10-21,1,1.0
Germany,Denmark,4,0,2025-10-21,0,0.8
Uruguay,Germany,1,0,2025-10-21,1,1.0
USA,Argentina,1,1,2025-10-21,1,1.0
Portugal,Netherlands,1,2,2025-10-21,0,0.8
Italy,Netherlands,2,1,2025-10-21,1,1.0
Ghana,France,2,3,2025-10-21,0,0.8
USA,Belgium,2,2,2025-10-22,0,0.8
Spain,Argentina,3,0,2025-10-22,1,1.0
USA,Mexico,2,1,2025-10-22,0,0.8
Uruguay,Senegal,1,1,2025-10-22,0,0.8
Japan,France,2,2,2025-10-22,0,0.8
Germany,Spain,1,2,2025-10-22,0,0.8
Belgium,Morocco,2,2,2025-10-22,1,1.0
Senegal,Uruguay,0,0,2025-10-23,1,1.0
Australia,Argentina,0,2,2025-10-23,0,0.8
Argentina,USA,1,2,2025-10-23,0,0.8
Poland,Argentina,0,3,2025-10-23,0,0.8
Senegal,Ghana,1,1,2025-10-23,0,0.8
Denmark,Brazil,2,1,2025-10-23,0,0.8
Senegal,Japan,1,1,2025-10-23,1,1.0
England,Canada,2,0,2025-10-24,0,0.8
Poland,South Korea,1,1,2025-10-24,0,0.8
Uruguay,Mexico,1,0,2025-10-24,0,0.8
Portugal,Spain,3,1,2025-10-24,0,0.8
Brazil,Germany,3,3,2025-10-25,0,0.8
Morocco,Brazil,2,0,2025-10-25,1,1.0
Ghana,Switzerland,1,2,2025-10-25,0,0.8
Italy,Morocco,0,0,2025-10-25,0,0.8
Mexico,South Korea,0,2,2025-10-25,1,1.0
England,Portugal,1,0,2025-10-25,0,0.8
France,Switzerland,6,1,2025-10-26,0,0.8
South Korea,Mexico,3,1,2025-10-26,0,0.8
Japan,Poland,1,0,2025-10-26,1,1.0
Morocco,Australia,1,1,2025-10-26,0,0.8
Japan,Senegal,1,0,2025-10-26,1,1.0
Mexico,Australia,5,2,2025-10-27,0,0.8
Brazil,Uruguay,5,2,2025-10-27,0,0.8
Japan,England,1,1,2025-10-27,0,0.8
Senegal,Ghana,1,0,2025-10-27,0,0.8
Belgium,USA,3,1,2025-10-27,0,0.8
Senegal,Germany,1,4,2025-10-27,0,0.8
Spain,England,1,2,2025-10-27,0,0.8
Australia,England,0,0,2025-10-27,1,1.0
Mexico,Morocco,0,0,2025-10-28,1,1.0
Japan,Brazil,1,2,2025-10-28,0,0.8
Poland,Mexico,1,1,2025-10-28,1,1.0
Canada,Denmark,2,1,2025-10-28,0,0.8
Argentina,France,3,0,2025-10-28,0,0.8
Portugal,Spain,3,1,2025-10-28,0,0.8
Argentina,Netherlands,1,0,2025-10-28,0,0.8
Australia,Uruguay,2,2,2025-10-28,1,1.0
Mexico,Poland,2,3,2025-10-29,1,1.0
South Korea,Canada,1,1,2025-10-29,0,0.8
South Korea,Canada,1,1,2025-10-29,0,0.8
Senegal,France,0,1,2025-10-29,0,0.8
Croatia,Poland,1,0,2025-10-29,0,0.8
Japan,Croatia,1,0,2025-10-29,0,0.8
Croatia,Australia,4,0,2025-10-29,0,0.8
Belgium,Canada,1,0,2025-10-30,1,1.0
Uruguay,USA,0,2,2025-10-30,0,0.8
Ghana,England,1,2,2025-10-30,0,0.8
France,Mexico,1,2,2025-10-30,0,0.8
Poland,Morocco,2,2,2025-10-30,0,0.8
Italy,Brazil,0,0,2025-10-31,1,1.0
England,Portugal,2,1,2025-10-31,1,1.0
Germany,Poland,0,2,2025-10-31,0,0.8
Uruguay,Germany,0,2,2025-10-31,0,0.8
USA,France,2,1,2025-10-31,1,1.0
Denmark,Portugal,2,1,2025-10-31,1,1.0
Canada,England,0,1,2025-10-31,1,1.0
Senegal,Brazil,3,3,2025-11-01,1,1.0
Japan,Uruguay,0,0,2025-11-01,0,0.8
Ghana,Germany,0,1,2025-11-01,1,1.0
South Korea,Croatia,2,2,2025-11-01,1,1.0
Portugal,Senegal,2,0,2025-11-01,0,0.8
Mexico,Senegal,1,1,2025-11-01,0,0.8
England,Canada,0,1,2025-11-02,0,0.8
Uruguay,Spain,0,1,2025-11-02,1,1.0
Spain,Poland,3,2,2025-11-02,1,1.0
Senegal,Portugal,1,4,2025-11-02,1,1.0
England,France,1,0,2025-11-02,1,1.0
Switzerland,Australia,5,1,2025-11-03,0,0.8
Brazil,Japan,2,0,2025-11-03,0,0.8
Ghana,England,0,2,2025-11-03,1,1.0
Poland,Senegal,1,0,2025-11-03,0,0.8
Mexico,France,0,2,2025-11-03,1,1.0
Brazil,Poland,3,2,2025-11-03,0,0.8
Japan,Ghana,2,1,2025-11-04,0,0.8
Croatia,USA,0,0,2025-11-04,0,0.8
Italy,Spain,0,1,2025-11-04,0,0.8
Canada,Spain,0,0,2025-11-04,1,1.0
Croatia,South Korea,1,0,2025-11-04,0,0.8
Germany,Poland,2,2,2025-11-04,0,0.8
Portugal,Mexico,1,0,2025-11-05,1,1.0
Morocco,Uruguay,0,2,2025-11-05,0,0.8
Poland,Canada,3,3,2025-11-05,0,0.8
Switzerland,Morocco,1,1,2025-11-05,0,0.8
Brazil,Uruguay,3,1,2025-11-05,1,1.0
Italy,Croatia,4,1,2025-11-05,0,0.8
Germany,Uruguay,2,1,2025-11-05,0,0.8
Italy,South Korea,2,0,2025-11-05,0,0.8
Australia,Poland,0,3,2025-11-06,0,0.8
USA,Australia,2,0,2025-11-06,0,0.8
Germany,Ghana,2,0,2025-11-06,1,1.0
Italy,Japan,4,0,2025-11-07,0,0.8
Poland,Germany,0,2,2025-11-07,0,0.8
Switzerland,Portugal,1,2,2025-11-07,0,0.8
Denmark,Ghana,2,0,2025-11-08,1,1.0
Japan,Ghana,2,1,2025-11-08,0,0.8
Belgium,England,0,0,2025-11-08,0,0.8
South Korea,Netherlands,1,1,2025-11-08,1,1.0
Italy,Argentina,0,1,2025-11-08,0,0.8
France,Croatia,0,1,2025-11-08,1,1.0
Croatia,Japan,1,1,2025-11-09,1,1.0
Belgium,Canada,3,2,2025-11-09,0,0.8
Senegal,Brazil,1,7,2025-11-09,0,0.8
Japan,Italy,0,2,2025-11-09,1,1.0
USA,South Korea,1,2,2025-11-09,0,0.8
Portugal,Uruguay,1,1,2025-11-09,0,0.8
Netherlands,Brazil,1,3,2025-11-10,0,0.8
Belgium,Poland,3,1,2025-11-10,1,1.0
Brazil,Australia,2,1,2025-11-10,1,1.0
Poland,Japan,1,3,2025-11-10,0,0.8
USA,Croatia,2,0,2025-11-11,0,0.8
Ghana,England,1,4,2025-11-11,0,0.8
Morocco,France,1,2,2025-11-11,0,0.8
Ghana,Argentina,0,2,2025-11-11,0,0.8
Japan,Spain,3,1,2025-11-11,0,0.8
Portugal,Canada,5,2,2025-11-12,0,0.8
Mexico,Ghana,1,1,2025-11-12,0,0.8
South Korea,USA,0,2,2025-11-12,0,0.8
Germany,Italy,2,1,2025-11-12,0,0.8
Brazil,Belgium,4,0,2025-11-12,0,0.8
Germany,Denmark,1,0,2025-11-12,0,0.8
Denmark,Brazil,2,2,2025-11-12,0,0.8
Canada,Netherlands,0,1,2025-11-12,1,1.0
USA,England,0,1,2025-11-12,1,1.0
USA,Canada,1,2,2025-11-12,0,0.8
Australia,England,0,3,2025-11-13,1,1.0
Switzerland,USA,2,1,2025-11-13,0,0.8
Netherlands,Mexico,3,0,2025-11-13,0,0.8
Netherlands,South Korea,0,0,2025-11-13,1,1.0
Mexico,Italy,1,2,2025-11-13,0,0.8
Italy,England,4,1,2025-11-13,0,0.8
Uruguay,Mexico,1,1,2025-11-13,0,0.8
Poland,England,1,2,2025-11-13,1,1.0
Portugal,Canada,4,0,2025-11-13,0,0.8
Morocco,Japan,1,0,2025-11-14,1,1.0
Uruguay,USA,2,1,2025-11-14,0,0.8
Switzerland,Canada,1,1,2025-11-14,0,0.8
Switzerland,Germany,2,5,2025-11-14,1,1.0
Uruguay,Australia,0,0,2025-11-15,1,1.0
Denmark,Portugal,3,1,2025-11-15,0,0.8
Argentina,England,2,0,2025-11-15,1,1.0
Argentina,Canada,2,0,2025-11-15,1,1.0
France,Mexico,3,1,2025-11-15,0,0.8
Germany,Belgium,1,0,2025-11-16,1,1.0
Italy,Uruguay,0,0,2025-11-16,1,1.0
Mexico,Belgium,1,1,2025-11-16,1,1.0
Senegal,Switzerland,1,3,2025-11-17,0,0.8
Ghana,Belgium,0,1,2025-11-17,1,1.0
France,Japan,3,1,2025-11-17,0,0.8
Morocco,Mexico,1,1,2025-11-18,0,0.8
Argentina,Portugal,1,2,2025-11-18,0,0.8
South Korea,Netherlands,0,2,2025-11-18,1,1.0
Poland,Switzerland,1,1,2025-11-18,0,0.8
Argentina,Brazil,0,3,2025-11-18,0,0.8
Belgium,Ghana,2,1,2025-11-18,1,1.0
France,Brazil,0,0,2025-11-18,0,0.8
England,France,1,1,2025-11-18,1,1.0
South Korea,Ghana,2,2,2025-11-19,1,1.0
Spain,Belgium,1,0,2025-11-19,0,0.8
Canada,Morocco,1,2,2025-11-19,1,1.0
Italy,Switzerland,0,0,2025-11-19,0,0.8
Canada,Netherlands,1,1,2025-11-19,1,1.0
Denmark,Portugal,3,0,2025-11-19,0,0.8
England,Italy,2,2,2025-11-19,0,0.8
South Korea,Japan,1,2,2025-11-20,0,0.8
Senegal,England,3,0,2025-11-20,0,0.8
Uruguay,Mexico,0,2,2025-11-20,0,0.8
Poland,England,2,2,2025-11-20,0,0.8
Brazil,Italy,2,2,2025-11-21,0,0.8
England,Poland,2,0,2025-11-21,0,0.8
Morocco,Belgium,2,1,2025-11-21,0,0.8
Netherlands,Australia,4,1,2025-11-21,1,1.0
Germany,Australia,3,0,2025-11-21,0,0.8
Spain,Australia,3,0,2025-11-21,0,0.8
Portugal,Canada,2,0,2025-11-22,1,1.0
USA,Brazil,0,1,2025-11-22,1,1.0
USA,South Korea,0,2,2025-11-22,1,1.0
Denmark,Mexico,0,2,2025-11-23,0,0.8
Belgium,Uruguay,1,3,2025-11-23,0,0.8
Argentina,Japan,1,0,2025-11-23,1,1.0
Australia,USA,3,2,2025-11-23,0,0.8
France,Morocco,1,1,2025-11-23,0,0.8
Italy,Senegal,4,0,2025-11-24,0,0.8
Uruguay,Canada,2,0,2025-11-24,1,1.0
Japan,Uruguay,1,1,2025-11-24,0,0.8
France,Australia,4,0,2025-11-24,0,0.8
Belgium,Australia,2,1,2025-11-24,0,0.8
Mexico,Italy,3,1,2025-11-24,0,0.8
Canada,England,1,2,2025-11-24,0,0.8
Spain,Italy,0,0,2025-11-24,1,1.0
Croatia,Netherlands,0,2,2025-11-25,1,1.0
Netherlands,Germany,0,0,2025-11-25,0,0.8
South Korea,Switzerland,1,2,2025-11-25,0,0.8
Morocco,Canada,1,0,2025-11-25,0,0.8
Australia,Spain,0,1,2025-11-25,0,0.8
Senegal,USA,1,0,2025-11-25,1,1.0
Senegal,Germany,2,1,2025-11-26,0,0.8
Japan,Switzerland,1,1,2025-11-26,1,1.0
Morocco,Denmark,1,0,2025-11-26,0,0.8
Senegal,Australia,2,2,2025-11-26,1,1.0
Netherlands,Brazil,3,0,2025-11-26,0,0.8
Belgium,Italy,2,1,2025-11-27,0,0.8
Australia,Uruguay,0,1,2025-11-27,0,0.8
Denmark,France,0,1,2025-11-27,1,1.0
Canada,Germany,1,1,2025-11-27,0,0.8
Italy,Argentina,2,1,2025-11-27,0,0.8
Ghana,Japan,1,0,2025-11-27,0,0.8
Morocco,Netherlands,1,1,2025-11-27,0,0.8
Netherlands,Brazil,5,3,2025-11-27,0,0.8
Poland,Germany,2,1,2025-11-27,0,0.8
Brazil,Poland,4,1,2025-11-28,0,0.8
Spain,Morocco,3,2,2025-11-28,0,0.8
Japan,Brazil,3,1,2025-11-28,0,0.8
Switzerland,South Korea,3,2,2025-11-28,0,0.8
Canada,Morocco,1,2,2025-11-28,0,0.8
Morocco,Spain,0,1,2025-11-29,1,1.0
South Korea,Germany,1,2,2025-11-29,0,0.8
Australia,Brazil,1,3,2025-11-30,1,1.0
Argentina,Belgium,0,2,2025-11-30,1,1.0
Poland,Switzerland,1,0,2025-11-30,1,1.0
USA,Spain,0,1,2025-11-30,0,0.8
Argentina,France,2,1,2025-11-30,1,1.0
USA,Portugal,1,3,2025-11-30,0,0.8
Canada,Portugal,3,2,2025-11-30,0,0.8
Japan,England,1,0,2025-11-30,0,0.8
Spain,Italy,1,0,2025-11-30,1,1.0
Germany,Argentina,2,0,2025-12-01,0,0.8
Japan,Belgium,1,1,2025-12-01,1,1.0
France,Senegal,4,0,2025-12-01,1,1.0
Australia,Netherlands,1,3,2025-12-01,1,1.0
England,Australia,3,0,2025-12-01,1,1.0
England,Uruguay,2,0,2025-12-01,0,0.8
Italy,Spain,1,1,2025-12-02,1,1.0
Portugal,Germany,1,2,2025-12-02,0,0.8
Italy,South Korea,2,0,2025-12-02,0,0.8
USA,Uruguay,0,1,2025-12-02,1,1.0
USA,Denmark,1,0,2025-12-02,0,0.8
South Korea,Denmark,2,2,2025-12-02,0,0.8
South Korea,Senegal,1,0,2025-12-02,1,1.0
Uruguay,Croatia,2,0,2025-12-02,1,1.0
Netherlands,Uruguay,1,1,2025-12-02,0,0.8
USA,Senegal,0,1,2025-12-02,0,0.8
Uruguay,England,2,0,2025-12-03,0,0.8
Italy,Denmark,3,1,2025-12-03,0,0.8
Croatia,Netherlands,1,0,2025-12-03,0,0.8
Switzerland,Netherlands,0,3,2025-12-03,1,1.0
Australia,Ghana,4,0,2025-12-03,0,0.8
Brazil,Uruguay,0,0,2025-12-04,1,1.0
Germany,Senegal,2,3,2025-12-04,0,0.8
Germany,Japan,4,3,2025-12-04,1,1.0
Japan,Germany,2,2,2025-12-04,0,0.8
Brazil,France,2,1,2025-12-05,0,0.8
France,Netherlands,4,1,2025-12-05,1,1.0
Spain,Portugal,0,1,2025-12-05,0,0.8
France,Japan,3,0,2025-12-05,1,1.0
Poland,Croatia,1,1,2025-12-05,0,0.8
South Korea,Morocco,0,2,2025-12-06,0,0.8
France,Italy,1,2,2025-12-06,1,1.0
France,Brazil,1,1,2025-12-06,0,0.8
Switzerland,Uruguay,2,2,2025-12-06,0,0.8
Mexico,Netherlands,1,2,2025-12-06,1,1.0
Japan,USA,0,1,2025-12-06,1,1.0
Croatia,USA,0,1,2025-12-06,0,0.8
USA,Brazil,3,1,2025-12-06,0,0.8
South Korea,Ghana,2,0,2025-12-07,0,0.8
Germany,Ghana,3,1,2025-12-07,0,0.8
USA,England,2,1,2025-12-07,1,1.0
Brazil,Spain,2,1,2025-12-07,0,0.8
Japan,Spain,1,0,2025-12-07,1,1.0
England,Poland,5,0,2025-12-08,1,1.0
Brazil,Uruguay,1,0,2025-12-08,1,1.0
Switzerland,Canada,2,1,2025-12-09,0,0.8
France,Brazil,0,1,2025-12-09,0,0.8
Belgium,Poland,2,3,2025-12-09,0,0.8
Denmark,Portugal,1,2,2025-12-09,0,0.8
Croatia,Belgium,0,0,2025-12-09,0,0.8
Morocco,Denmark,2,1,2025-12-09,0,0.8
Poland,Belgium,1,1,2025-12-09,0,0.8
Japan,Denmark,1,3,2025-12-09,1,1.0
Belgium,Ghana,1,0,2025-12-09,0,0.8
South Korea,Portugal,1,2,2025-12-09,0,0.8
Italy,Brazil,3,0,2025-12-10,0,0.8
Japan,Poland,0,1,2025-12-10,1,1.0
Mexico,Spain,1,2,2025-12-10,0,0.8
Belgium,Portugal,4,0,2025-12-10,0,0.8
Poland,England,1,3,2025-12-11,0,0.8
Ghana,Mexico,0,1,2025-12-11,1,1.0
Poland,Belgium,0,0,2025-12-11,0,0.8
Belgium,Japan,1,0,2025-12-11,0,0.8
Morocco,Denmark,2,0,2025-12-11,0,0.8
South Korea,Spain,0,0,2025-12-11,0,0.8
Poland,Argentina,0,0,2025-12-11,1,1.0
Canada,Senegal,0,2,2025-12-11,0,0.8
Denmark,South Korea,4,1,2025-12-12,0,0.8
Japan,Australia,2,1,2025-12-12,0,0.8
Mexico,South Korea,3,1,2025-12-12,0,0.8
Italy,Belgium,1,1,2025-12-12,0,0.8
Croatia,Canada,4,0,2025-12-12,0,0.8
Switzerland,Germany,1,2,2025-12-13,1,1.0
Canada,Italy,0,7,2025-12-13,0,0.8
Italy,Senegal,1,1,2025-12-13,0,0.8
Ghana,Argentina,2,4,2025-12-13,1,1.0
Uruguay,Netherlands,0,3,2025-12-13,0,0.8
Senegal,Ghana,3,1,2025-12-13,0,0.8
Australia,South Korea,2,1,2025-12-13,1,1.0
Portugal,Mexico,3,0,2025-12-13,1,1.0
Portugal,Brazil,1,3,2025-12-13,1,1.0
England,Australia,3,0,2025-12-14,0,0.8
Croatia,Belgium,1,1,2025-12-14,0,0.8
Spain,Belgium,1,2,2025-12-14,1,1.0
Ghana,Belgium,2,2,2025-12-14,0,0.8
Switzerland,Germany,1,0,2025-12-14,1,1.0
Uruguay,Netherlands,1,0,2025-12-14,0,0.8
Canada,Belgium,0,2,2025-12-14,1,1.0
Ghana,Mexico,1,2,2025-12-14,1,1.0
France,Spain,0,3,2025-12-14,1,1.0
Spain,Netherlands,2,0,2025-12-15,1,1.0
Switzerland,Senegal,1,3,2025-12-15,0,0.8
Mexico,Australia,2,1,2025-12-15,0,0.8
Japan,Mexico,2,1,2025-12-15,0,0.8
Portugal,South Korea,1,0,2025-12-15,1,1.0
Spain,Uruguay,1,1,2025-12-15,1,1.0
South Korea,Italy,0,0,2025-12-15,1,1.0
Japan,Canada,2,1,2025-12-15,0,0.8
Netherlands,France,1,2,2025-12-15,0,0.8
Portugal,Germany,2,0,2025-12-15,0,0.8
Brazil,England,1,1,2025-12-16,0,0.8
Netherlands,Canada,2,2,2025-12-16,0,0.8
England,France,0,1,2025-12-16,0,0.8
France,Spain,1,0,2025-12-17,0,0.8
England,Japan,0,1,2025-12-17,0,0.8
Argentina,France,0,1,2025-12-17,1,1.0
Belgium,Japan,0,0,2025-12-17,1,1.0
France,Senegal,6,1,2025-12-17,0,0.8
Switzerland,Spain,1,0,2025-12-17,1,1.0
Argentina,Portugal,2,1,2025-12-17,0,0.8
Mexico,Argentina,1,2,2025-12-17,0,0.8
Netherlands,Switzerland,3,2,2025-12-17,0,0.8
Argentina,France,5,1,2025-12-18,0,0.8
France,Australia,5,2,2025-12-18,0,0.8
Uruguay,Senegal,2,0,2025-12-18,1,1.0
Croatia,Japan,1,0,2025-12-18,0,0.8
France,Belgium,1,1,2025-12-18,0,0.8
Japan,England,2,4,2025-12-18,0,0.8
Netherlands,Morocco,1,2,2025-12-18,1,1.0
Portugal,South Korea,1,1,2025-12-19,1,1.0
England,Switzerland,1,0,2025-12-19,0,0.8
Morocco,Denmark,1,1,2025-12-19,0,0.8
Poland,Argentina,2,2,2025-12-19,0,0.8
Argentina,Senegal,5,2,2025-12-19,0,0.8
Senegal,Mexico,3,4,2025-12-20,0,0.8
England,Italy,1,1,2025-12-20,0,0.8
France,Italy,0,1,2025-12-20,0,0.8
Uruguay,Belgium,0,0,2025-12-20,1,1.0
Argentina,Canada,5,0,2025-12-20,0,0.8
Germany,Senegal,1,0,2025-12-20,0,0.8
Italy,England,1,1,2025-12-20,0,0.8
Argentina,USA,1,1,2025-12-20,1,1.0
Belgium,Uruguay,1,0,2025-12-21,0,0.8
Senegal,Spain,2,1,2025-12-21,0,0.8
England,Morocco,2,1,2025-12-21,1,1.0
Morocco,Italy,3,1,2025-12-21,0,0.8
Spain,Denmark,4,0,2025-12-21,1,1.0
Australia,Croatia,2,3,2025-12-21,0,0.8
Belgium,Germany,1,1,2025-12-21,0,0.8
France,Mexico,0,0,2025-12-21,1,1.0
Belgium,Canada,3,1,2025-12-22,1,1.0
Belgium,Switzerland,0,1,2025-12-22,0,0.8
Canada,Ghana,2,0,2025-12-22,1,1.0
Germany,England,3,0,2025-12-22,0,0.8
Croatia,South Korea,2,1,2025-12-22,0,0.8
Mexico,Italy,1,1,2025-12-22,0,0.8
Netherlands,Argentina,0,1,2025-12-22,0,0.8
Japan,Australia,5,0,2025-12-22,0,0.8
Netherlands,Italy,1,1,2025-12-23,1,1.0
Senegal,Portugal,2,3,2025-12-23,0,0.8
France,Morocco,0,0,2025-12-23,0,0.8
Ghana,Italy,0,3,2025-12-23,0,0.8
Poland,Germany,1,1,2025-12-24,0,0.8
Germany,Senegal,3,1,2025-12-24,1,1.0
Denmark,Italy,1,1,2025-12-24,1,1.0
Argentina,Mexico,3,0,2025-12-24,0,0.8
Uruguay,England,1,1,2025-12-24,0,0.8
Morocco,Mexico,3,1,2025-12-24,0,0.8
Japan,Senegal,0,0,2025-12-24,0,0.8
Italy,Germany,3,1,2025-12-24,0,0.8
England,Belgium,2,1,2025-12-24,0,0.8
England,Croatia,1,0,2025-12-25,0,0.8
South Korea,Japan,2,1,2025-12-25,0,0.8
Croatia,Ghana,0,1,2025-12-25,1,1.0
Switzerland,Canada,4,2,2025-12-25,0,0.8
Spain,Canada,2,0,2025-12-25,0,0.8
South Korea,Argentina,2,5,2025-12-25,0,0.8
USA,Croatia,1,2,2025-12-26,0,0.8
Argentina,Spain,1,1,2025-12-26,0,0.8
Portugal,Canada,4,0,2025-12-27,0,0.8
South Korea,Ghana,2,0,2025-12-27,1,1.0
Belgium,Uruguay,1,3,2025-12-27,1,1.0
France,Belgium,1,0,2025-12-27,0,0.8
England,Italy,0,0,2025-12-28,0,0.8
Morocco,USA,2,3,2025-12-28,0,0.8
Canada,Argentina,1,1,2025-12-29,0,0.8
Ghana,Belgium,1,3,2025-12-29,1,1.0
Germany,Belgium,3,0,2025-12-29,1,1.0
Morocco,Spain,1,2,2025-12-29,0,0.8
Uruguay,Belgium,3,0,2025-12-30,0,0.8
Belgium,Uruguay,0,0,2025-12-30,0,0.8
Japan,Croatia,0,1,2025-12-30,1,1.0
South Korea,Netherlands,0,3,2025-12-30,0,0.8
Netherlands,Croatia,1,2,2025-12-30,0,0.8
Australia,Ghana,4,1,2025-12-30,0,0.8
Japan,Senegal,1,0,2025-12-31,0,0.8
France,Spain,1,1,2025-12-31,0,0.8
USA,Poland,3,3,2025-12-31,1,1.0
Croatia,Poland,3,1,2025-12-31,1,1.0
Italy,Uruguay,4,1,2025-12-31,0,0.8
Italy,Japan,0,1,2025-12-31,1,1.0
Denmark,Morocco,1,3,2025-12-31,0,0.8
Poland,Italy,2,3,2025-12-31,0,0.8
Croatia,France,1,2,2026-01-01,0,0.8
England,USA,3,2,2026-01-01,0,0.8
Poland,Switzerland,0,1,2026-01-01,0,0.8
Italy,Spain,0,4,2026-01-01,0,0.8
Switzerland,Ghana,1,0,2026-01-02,0,0.8
Portugal,Belgium,3,2,2026-01-02,0,0.8
Denmark,Germany,2,0,2026-01-03,0,0.8
France,Uruguay,1,2,2026-01-03,1,1.0
Senegal,Mexico,1,2,2026-01-03,0,0.8
Canada,Netherlands,0,2,2026-01-03,0,0.8
Poland,Mexico,1,1,2026-01-03,0,0.8
Canada,Argentina,1,0,2026-01-03,0,0.8
Denmark,Morocco,1,0,2026-01-04,0,0.8
Netherlands,Brazil,1,2,2026-01-04,1,1.0
Uruguay,Switzerland,2,1,2026-01-04,0,0.8
Denmark,Switzerland,1,0,2026-01-04,0,0.8
Denmark,Mexico,0,1,2026-01-05,0,0.8
Portugal,Brazil,0,4,2026-01-05,1,1.0
South Korea,Switzerland,1,0,2026-01-05,0,0.8
Argentina,Belgium,1,0,2026-01-05,1,1.0
Brazil,Mexico,0,1,2026-01-05,1,1.0
South Korea,Belgium,3,1,2026-01-05,0,0.8
Canada,Japan,0,3,2026-01-05,0,0.8
